ID,Type,SKU,Name,Tax class,In stock?,Weight (kg),Regular price,Categories,Tags,Shipping class,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default
31702,variation,,"Magical Sprinkles Birthday Cake - 1 Kg, Egg",parent,1,1,1599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/balloon-special-birthday-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Egg,,1,
31703,variation,,"Magical Sprinkles Birthday Cake - 1 Kg, Eggless",parent,1,1,1599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/balloon-special-birthday-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Eggless,,1,
31704,variation,,"Magical Sprinkles Birthday Cake - 1.5 Kg, Egg",parent,1,1.5,2299,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/balloon-special-birthday-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31705,variation,,"Magical Sprinkles Birthday Cake - 1.5 Kg, Eggless",parent,1,1.5,2299,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/balloon-special-birthday-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31706,variation,,"Magical Sprinkles Birthday Cake - 2 Kg, Egg",parent,1,2,2999,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/balloon-special-birthday-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31707,variation,,"Magical Sprinkles Birthday Cake - 2 Kg, Eggless",parent,1,2,2999,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/balloon-special-birthday-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31708,variable,GBODTC00,Banana Walnut Tea Cake,,1,,,"All Cakes, Cakes for special occasion > Bhai Dooj, Corporate Cakes, Cakes for special occasion > Diwali, Cakes by Flavour > Dry Sponge Cakes, Cakes for special occasion > Grandparents Day, Cakes for special occasion > Parent's Day, Cakes for special occasion > Raksha Bandhan, Cakes for special occasion > Teacher's Day","Dry cake in Gurgaon, Sponge cake in Gurgaon, Teacake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/10/banana-walnut-tea-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1,1,0.5 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31709,variation,,"Banana Walnut Tea Cake - 1 Kg, Egg",parent,1,1,1149,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/banana-walnut-tea-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Egg,,1,
31710,variation,,"Banana Walnut Tea Cake - 1 Kg, Eggless",parent,1,1,1149,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/banana-walnut-tea-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Eggless,,1,
31711,variation,,"Banana Walnut Tea Cake - 1.5 Kg, Egg",parent,1,1.5,1609,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/banana-walnut-tea-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31712,variation,,"Banana Walnut Tea Cake - 1.5 Kg, Eggless",parent,1,1.5,1609,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/banana-walnut-tea-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31713,variation,,"Banana Walnut Tea Cake - 2 Kg, Egg",parent,1,2,1999,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/banana-walnut-tea-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31714,variation,,"Banana Walnut Tea Cake - 2 Kg, Eggless",parent,1,2,1999,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/banana-walnut-tea-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31715,variable,GBDCBC02,Fairy Barbie Cake,,1,,,"All Cakes, Designer Cakes > Barbie Cakes, Birthday Cakes > Birthday Photo Cakes, Birthday Cakes > Cakes For Kids, Designer Cakes > Cartoon Cakes, Designer Cakes, Photo Cakes, Designer Cakes > Princess Cakes","Barbie cake in Gurgaon, Photo cake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/12/barbie-fairy-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg",1,1,0.5 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31716,variation,,"Fairy Barbie Cake - 1 Kg, Egg",parent,1,1,1459,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-fairy-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Egg,,1,
31717,variation,,"Fairy Barbie Cake - 1 Kg, Eggless",parent,1,1,1459,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-fairy-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Eggless,,1,
31718,variation,,"Fairy Barbie Cake - 1.5 Kg, Egg",parent,1,1.5,2139,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-fairy-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31719,variation,,"Fairy Barbie Cake - 1.5 Kg, Eggless",parent,1,1.5,2139,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-fairy-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31722,variable,GBDCBC10,Barbie Roses Cake,,1,,,"All Cakes, Designer Cakes > Barbie Cakes, Designer Cakes",Barbie cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/12/barbie-rose-cake.jpg,WEIGHT,"1.5 Kg, 2 Kg, 2.5 Kg",1,1,1.5 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31727,variable,GBDCBC06,Kitty Barbie Cake,,1,,,"All Cakes, Designer Cakes > Barbie Cakes, Birthday Cakes > Birthday Photo Cakes, Birthday Cakes > Cakes For Kids, Designer Cakes > Cartoon Cakes, Designer Cakes, Photo Cakes","Barbie cake in Gurgaon, Photo cake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/12/barbie-kitty-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1,1,0.5 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31728,variation,,"Kitty Barbie Cake - 1 Kg, Egg",parent,1,1,1349,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-kitty-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Egg,,1,
31729,variation,,"Kitty Barbie Cake - 1 Kg, Eggless",parent,1,1,1349,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-kitty-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Eggless,,1,
31730,variation,,"Kitty Barbie Cake - 1.5 Kg, Egg",parent,1,1.5,1899,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-kitty-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31731,variation,,"Kitty Barbie Cake - 1.5 Kg, Eggless",parent,1,1.5,1899,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-kitty-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31732,variation,,"Kitty Barbie Cake - 2 Kg, Egg",parent,1,2,2369,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-kitty-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31733,variation,,"Kitty Barbie Cake - 2 Kg, Eggless",parent,1,2,2369,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-kitty-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31734,variable,GBDCBC07,Barbie Princess Cake,,1,,,"All Cakes, Designer Cakes > Barbie Cakes, Designer Cakes",Barbie cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/12/barbie-princess-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg, 2 Kg",1,1,1 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31735,variation,,"Barbie Princess Cake - 1 Kg, Egg",parent,1,1,1499,,,,https://gurgaonbakers.com/wp-content/uploads/2020/12/barbie-princess-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Egg,,1,
31736,variation,,"Barbie Princess Cake - 1 Kg, Eggless",parent,1,1,1499,,,,https://gurgaonbakers.com/wp-content/uploads/2020/12/barbie-princess-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Eggless,,1,
31737,variation,,"Barbie Princess Cake - 1.5 Kg, Egg",parent,1,1.5,1849,,,,https://gurgaonbakers.com/wp-content/uploads/2020/12/barbie-princess-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31738,variation,,"Barbie Princess Cake - 1.5 Kg, Eggless",parent,1,1.5,1849,,,,https://gurgaonbakers.com/wp-content/uploads/2020/12/barbie-princess-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31739,variation,,"Barbie Princess Cake - 2 Kg, Egg",parent,1,2,2399,,,,https://gurgaonbakers.com/wp-content/uploads/2020/12/barbie-princess-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31740,variation,,"Barbie Princess Cake - 2 Kg, Eggless",parent,1,2,2399,,,,https://gurgaonbakers.com/wp-content/uploads/2020/12/barbie-princess-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31741,variable,GBDCBC01,Barbie Unicorn Birthday Cake,,1,,,"All Cakes, Designer Cakes > Barbie Cakes, Birthday Cakes > Birthday Photo Cakes, Birthday Cakes > Cakes For Kids, Designer Cakes > Cartoon Cakes, Designer Cakes, Photo Cakes, Designer Cakes > Princess Cakes","Barbie cake in Gurgaon, Photo cake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-unicorn-birthday-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg",1,1,0.5 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31742,variation,,"Barbie Unicorn Birthday Cake - 1 Kg, Egg",parent,1,1,1589,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-unicorn-birthday-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Egg,,1,
31743,variation,,"Barbie Unicorn Birthday Cake - 1 Kg, Eggless",parent,1,1,1589,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-unicorn-birthday-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Eggless,,1,
31744,variation,,"Barbie Unicorn Birthday Cake - 1.5 Kg, Egg",parent,1,1.5,2399,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-unicorn-birthday-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31745,variation,,"Barbie Unicorn Birthday Cake - 1.5 Kg, Eggless",parent,1,1.5,2399,,,,https://gurgaonbakers.com/wp-content/uploads/2020/09/barbie-unicorn-birthday-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31748,variable,GBDCSH16,Batman Rises Cake,,1,,,"All Cakes, Designer Cakes, Designer Cakes > Super Hero Cakes",,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-rises-cake.jpg,WEIGHT,"2.5 Kg, 3 Kg",1,1,2.5 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31749,variation,,"Batman Rises Cake - 2.5 Kg, Egg",parent,1,2.5,3599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-rises-cake.jpg,WEIGHT,2.5 Kg,,1,,OPTION,Egg,,1,
31750,variation,,"Batman Rises Cake - 2.5 Kg, Eggless",parent,1,2.5,3599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-rises-cake.jpg,WEIGHT,2.5 Kg,,1,,OPTION,Eggless,,1,
31751,variation,,"Batman Rises Cake - 3 Kg, Egg",parent,1,3,4219,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-rises-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Egg,,1,
31752,variation,,"Batman Rises Cake - 3 Kg, Eggless",parent,1,3,4219,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-rises-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Eggless,,1,
31753,variable,GBDCSH09,Batman Vs Captain America Cake,,1,,,"All Cakes, Designer Cakes > Captain America Cakes, Designer Cakes, Designer Cakes > Super Hero Cakes",,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-captain-america-cake.jpg,WEIGHT,"3 Kg, 4 Kg",1,1,3 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31754,variation,,"Batman Vs Captain America Cake - 3 Kg, Egg",parent,1,3,3919,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-captain-america-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Egg,,1,
31755,variation,,"Batman Vs Captain America Cake - 3 Kg, Eggless",parent,1,3,3919,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-captain-america-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Eggless,,1,
31756,variation,,"Batman Vs Captain America Cake - 4 Kg, Egg",parent,1,4,5399,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-captain-america-cake.jpg,WEIGHT,4 Kg,,1,,OPTION,Egg,,1,
31757,variation,,"Batman Vs Captain America Cake - 4 Kg, Eggless",parent,1,4,5399,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-captain-america-cake.jpg,WEIGHT,4 Kg,,1,,OPTION,Eggless,,1,
31758,variable,GBDCSH06,Batman Vs Superman Cake,,1,,,"All Cakes, Designer Cakes, Designer Cakes > Super Hero Cakes",,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-superman-cake.jpg,WEIGHT,"4 Kg, 5 Kg",1,1,4 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31759,variation,,"Batman Vs Superman Cake - 4 Kg, Egg",parent,1,4,5899,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-superman-cake.jpg,WEIGHT,4 Kg,,1,,OPTION,Egg,,1,
31760,variation,,"Batman Vs Superman Cake - 4 Kg, Eggless",parent,1,4,5899,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-superman-cake.jpg,WEIGHT,4 Kg,,1,,OPTION,Eggless,,1,
31761,variation,,"Batman Vs Superman Cake - 5 Kg, Egg",parent,1,5,7199,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-superman-cake.jpg,WEIGHT,5 Kg,,1,,OPTION,Egg,,1,
31762,variation,,"Batman Vs Superman Cake - 5 Kg, Eggless",parent,1,5,7199,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-superman-cake.jpg,WEIGHT,5 Kg,,1,,OPTION,Eggless,,1,
31763,variable,GBBCAl07,Cool Beach Party Birthday Cake,,1,,,"Birthday Cakes > All Birthday Cakes, All Cakes, Birthday Cakes",,,https://gurgaonbakers.com/wp-content/uploads/2020/12/beach-party-birthday-cake.jpg,WEIGHT,"2 Kg, 3 Kg",1,1,2 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31764,variation,,"Cool Beach Party Birthday Cake - 2 Kg, Egg",parent,1,2,2879,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beach-party-birthday-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31765,variation,,"Cool Beach Party Birthday Cake - 2 Kg, Eggless",parent,1,2,2879,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beach-party-birthday-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31766,variation,,"Cool Beach Party Birthday Cake - 3 Kg, Egg",parent,1,3,4219,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beach-party-birthday-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Egg,,1,
31767,variation,,"Cool Beach Party Birthday Cake - 3 Kg, Eggless",parent,1,3,4219,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beach-party-birthday-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Eggless,,1,
31768,variable,GBFLCC06,Bean Coffee Cake,,1,,,"All Cakes, Cakes by Flavour, Cakes by Flavour > Coffee Cakes",Coffee Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/11/bean-coffee-cake.jpg,WEIGHT,"1.5 Kg, 2 Kg, 2.5 Kg, 3 Kg",1,1,1.5 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31769,variation,,"Bean Coffee Cake - 1.5 Kg, Egg",parent,1,1.5,2849,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31770,variation,,"Bean Coffee Cake - 1.5 Kg, Eggless",parent,1,1.5,2849,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31771,variation,,"Bean Coffee Cake - 2 Kg, Egg",parent,1,2,3799,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31772,variation,,"Bean Coffee Cake - 2 Kg, Eggless",parent,1,2,3799,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31773,variation,,"Bean Coffee Cake - 2.5 Kg, Egg",parent,1,2.5,4749,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,2.5 Kg,,1,,OPTION,Egg,,1,
31774,variation,,"Bean Coffee Cake - 2.5 Kg, Eggless",parent,1,2.5,4749,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,2.5 Kg,,1,,OPTION,Eggless,,1,
31775,variation,,"Bean Coffee Cake - 3 Kg, Egg",parent,1,3,5599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Egg,,1,
31776,variation,,"Bean Coffee Cake - 3 Kg, Eggless",parent,1,3,5599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Eggless,,1,
31777,variable,GBSOWD00,Beautiful & Powerful Women's Day Cake,,1,,,"All Cakes, Cakes for special occasion, Cakes for special occasion > Mother's Day, Cakes for special occasion > Women's Day",,,https://gurgaonbakers.com/wp-content/uploads/2020/12/beautiful-and-powerful-womens-day-cake-1.jpg,WEIGHT,"1 Kg, 1.5 Kg",1,1,1 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31778,variation,,"Beautiful & Powerful Women's Day Cake - 1 Kg, Egg",parent,1,1,1299,,,,https://gurgaonbakers.com/wp-content/uploads/2021/03/beautiful-and-powerful-womens-day-cake-1.jpg,WEIGHT,1 Kg,,1,,OPTION,Egg,,1,
31779,variation,,"Beautiful & Powerful Women's Day Cake - 1 Kg, Eggless",parent,1,1,1299,,,,https://gurgaonbakers.com/wp-content/uploads/2021/03/beautiful-and-powerful-womens-day-cake-1.jpg,WEIGHT,1 Kg,,1,,OPTION,Eggless,,1,
31780,variation,,"Beautiful & Powerful Women's Day Cake - 1.5 Kg, Egg",parent,1,1.5,1949,,,,https://gurgaonbakers.com/wp-content/uploads/2021/03/beautiful-and-powerful-womens-day-cake-1.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31781,variation,,"Beautiful & Powerful Women's Day Cake - 1.5 Kg, Eggless",parent,1,1.5,1949,,,,https://gurgaonbakers.com/wp-content/uploads/2021/03/beautiful-and-powerful-womens-day-cake-1.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31782,variable,GBBCAl48,Beautiful Choo Choo Train Birthday Cake,,1,,,"All Cakes, Customized Cakes, Fondant Cakes","Custom Designer cake in Gurgaon, Fondant cake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/12/beautiful-choo-choo-train-birthday-cake.jpg,WEIGHT,"2 Kg, 3 Kg",1,1,2 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31783,variation,,"Beautiful Choo Choo Train Birthday Cake - 2 Kg, Egg",parent,1,2,3599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-choo-choo-train-birthday-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31784,variation,,"Beautiful Choo Choo Train Birthday Cake - 2 Kg, Eggless",parent,1,2,3599,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-choo-choo-train-birthday-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31785,variation,,"Beautiful Choo Choo Train Birthday Cake - 3 Kg, Egg",parent,1,3,4999,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-choo-choo-train-birthday-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Egg,,1,
31786,variation,,"Beautiful Choo Choo Train Birthday Cake - 3 Kg, Eggless",parent,1,3,4999,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-choo-choo-train-birthday-cake.jpg,WEIGHT,3 Kg,,1,,OPTION,Eggless,,1,
31787,variable,GBSOXS01,Beautiful Christmas Ornament Cake,,1,,,"All Cakes, Cakes for special occasion, Cakes for special occasion > Christmas",,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-christmas-ornament-cake.jpg,WEIGHT,"4 Kg, 5 Kg",1,1,4 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31788,variation,,"Beautiful Christmas Ornament Cake - 5 Kg, Egg",parent,1,5,5899,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-christmas-ornament-cake.jpg,WEIGHT,5 Kg,,1,,OPTION,Egg,,1,
31789,variation,,"Beautiful Christmas Ornament Cake - 5 Kg, Eggless",parent,1,5,5899,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-christmas-ornament-cake.jpg,WEIGHT,5 Kg,,1,,OPTION,Eggless,,1,
31790,variation,,"Beautiful Christmas Ornament Cake - 4 Kg, Egg",parent,1,4,4899,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-christmas-ornament-cake.jpg,WEIGHT,4 Kg,,1,,OPTION,Egg,,1,
31791,variation,,"Beautiful Christmas Ornament Cake - 4 Kg, Eggless",parent,1,4,4899,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-christmas-ornament-cake.jpg,WEIGHT,4 Kg,,1,,OPTION,Eggless,,1,
31792,variable,GBANAN00,Bed of Roses Anniversary Cake,,1,,,"Anniversary Cakes > 10th Anniversary Cakes, Anniversary Cakes > All Anniversary Cakes, All Cakes, Anniversary Cakes, Anniversary Cakes > Anniversary Cakes For Parents, Anniversary Cakes > Golden Jubilee Anniversary Cakes, Anniversary Cakes > Silver Jubilee Anniversary Cakes, Cakes for special occasion > Valentine’s Day",,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg, 2 Kg",1,1,1 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31793,variation,,"Bed of Roses Anniversary Cake - 1 Kg, Egg",parent,1,1,1659,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Egg,,1,
31794,variation,,"Bed of Roses Anniversary Cake - 1 Kg, Eggless",parent,1,1,1659,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,1 Kg,,1,,OPTION,Eggless,,1,
31795,variation,,"Bed of Roses Anniversary Cake - 1.5 Kg, Egg",parent,1,1.5,2239,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31796,variation,,"Bed of Roses Anniversary Cake - 1.5 Kg, Eggless",parent,1,1.5,2239,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31797,variation,,"Bed of Roses Anniversary Cake - 2 Kg, Egg",parent,1,2,2819,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31798,variation,,"Bed of Roses Anniversary Cake - 2 Kg, Eggless",parent,1,2,2819,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31799,variable,GBDCBS11,Bee Baby Shower Cake,,1,,,"All Cakes, Designer Cakes > Baby shower Cakes, Designer Cakes",Baby Shower Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/12/bee-baby-shower-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg, 2 Kg",1,1,1 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31800,variation,,"Bee Baby Shower Cake - 1.5 Kg, Egg",parent,1,1.5,2099,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/bee-baby-shower-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Egg,,1,
31801,variation,,"Bee Baby Shower Cake - 1.5 Kg, Eggless",parent,1,1.5,2099,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/bee-baby-shower-cake.jpg,WEIGHT,1.5 Kg,,1,,OPTION,Eggless,,1,
31802,variation,,"Bee Baby Shower Cake - 2 Kg, Egg",parent,1,2,2749,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/bee-baby-shower-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Egg,,1,
31803,variation,,"Bee Baby Shower Cake - 2 Kg, Eggless",parent,1,2,2749,,,,https://gurgaonbakers.com/wp-content/uploads/2020/11/bee-baby-shower-cake.jpg,WEIGHT,2 Kg,,1,,OPTION,Eggless,,1,
31804,variable,GBWDCK12,Bejewelled 3 Tier Wedding Cake Trio,,1,,,"All Cakes, Anniversary Cakes > Tier Anniversary Cakes, Wedding Cakes",Wedding Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bejewelled-wedding-cake-trio.jpg,WEIGHT,"7 Kg, 8 Kg",1,1,7 Kg,OPTION,"Egg, Eggless",1,1,Eggless
31805,variation,,"Bejewelled 3 Tier Wedding Cake Trio - 7 Kg, Egg",parent,1,7,7999,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bejewelled-wedding-cake-trio.jpg,WEIGHT,7 Kg,,1,,OPTION,Egg,,1,
31806,variation,,"Bejewelled 3 Tier Wedding Cake Trio - 7 Kg, Eggless",parent,1,7,7999,,,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bejewelled-wedding-cake-trio.jpg,WEIGHT,7 Kg,,1,,OPTION,Eggless,,1,
